,date,title,id,topic,url,drucksache
21,2024-06-06,Beschleunigung immissionsschutzrechtlicher Genehmigungsverfahren,918,Umwelt,/parlament/plenum/abstimmung/abstimmung?id=918,"['https://dserver.bundestag.de/btd/20/075/2007502.pdf', 'https://dserver.bundestag.de/btd/20/116/2011657.pdf']"
22,2024-06-06,Ablehnung eines Antrags zur Bekämpfung des politischen Islam,917,Inneres,/parlament/plenum/abstimmung/abstimmung?id=917,"['https://dserver.bundestag.de/btd/20/113/2011393.pdf', 'https://dserver.bundestag.de/btd/20/116/2011663.pdf']"
23,2024-06-05,Ablehnung eines Antrags zur Abschaffung des Solidaritätszuschlags,916,Finanzen,/parlament/plenum/abstimmung/abstimmung?id=916,"['https://dserver.bundestag.de/btd/20/111/2011149.pdf', 'https://dserver.bundestag.de/btd/20/114/2011453.pdf']"
24,2024-05-16,Ablehnung eines Antrags gegen den WHO-Pandemievertrag,915,Gesundheit,/parlament/plenum/abstimmung/abstimmung?id=915,"['https://dserver.bundestag.de/btd/20/103/2010391.pdf', 'https://dserver.bundestag.de/btd/20/111/2011196.pdf']"
25,2024-04-26,Erneuerbare-Energien-Gesetz (Solarpaket),914,Energie,/parlament/plenum/abstimmung/abstimmung?id=914,"['https://dserver.bundestag.de/btd/20/086/2008657.pdf', 'https://dserver.bundestag.de/btd/20/111/2011180.pdf']"
26,2024-04-25,Operation EUNAVFOR MED IRINI (Beschlussempfehlung),913,Auswärtiges,/parlament/plenum/abstimmung/abstimmung?id=913,"['https://dserver.bundestag.de/btd/20/105/2010508.pdf', 'https://dserver.bundestag.de/btd/20/110/2011023.pdf']"
27,2024-04-12,Änderung des Energiewirtschaftsgesetzes,911,Energie,/parlament/plenum/abstimmung/abstimmung?id=911,"['https://dserver.bundestag.de/btd/20/100/2010014.pdf', 'https://dserver.bundestag.de/btd/20/110/2011017.pdf']"
28,2024-04-12,Selbstbestimmung in Bezug auf den Geschlechtseintrag,910,Frauen,/parlament/plenum/abstimmung/abstimmung?id=910,"['https://dserver.bundestag.de/btd/20/090/2009049.pdf', 'https://dserver.bundestag.de/btd/20/110/2011004.pdf']"
29,2024-03-21,Bundeswehreinsatz in der Republik Südsudan (UNMISS),909,Auswärtiges,/parlament/plenum/abstimmung/abstimmung?id=909,"['https://dserver.bundestag.de/btd/20/101/2010160.pdf', 'https://dserver.bundestag.de/btd/20/106/2010647.pdf']"
30,2024-03-21,Bundeswehreinsatz SEA GUARDIAN im Mittelmeer (Antrag BReg),908,Auswärtiges,/parlament/plenum/abstimmung/abstimmung?id=908,"['https://dserver.bundestag.de/btd/20/101/2010161.pdf', 'https://dserver.bundestag.de/btd/20/106/2010649.pdf']"
31,2024-03-20,Steuervergünstigung für Agrardiesel (Antrag AfD),907,Finanzen,/parlament/plenum/abstimmung/abstimmung?id=907,"['https://dserver.bundestag.de/btd/20/100/2010055.pdf', 'https://dserver.bundestag.de/btd/20/104/2010469.pdf']"
