Fraktion/Gruppe,Name,Vorname,ja,nein,Enthaltung,ungültig,nichtabgegeben,Ergebnis
CDU/CSU,Durz,Hansjörg,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Edelhäußer,Ralph,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Engelhard,Alexander,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Englhardt-Kopf,Martina,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Erndl,Thomas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Färber,Hermann,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Feiler,Uwe,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Ferlemann,Enak,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Föhr,Alexander,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Frei,Thorsten,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Friedrich (Hof),Hans-Peter,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Frieser,Michael,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Gädechens,Ingo,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Gebhart,Thomas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Geissler,Jonas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Gramling,Fabian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Gräßle,Ingeborg,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Gröhe,Hermann,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Grosse-Brömer,Michael,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Grübel,Markus,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Grund,Manfred,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Grundmann,Oliver,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Grütters,Monika,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Güler,Serap,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Güntzler,Fritz,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Gutting,Olav,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Haase,Christian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Hahn,Florian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Hardt,Jürgen,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Hauer,Matthias,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Heck,Stefan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Heil,Mechthild,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Heilmann,Thomas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Helfrich,Mark,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Henrichmann,Marc,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Heveling,Ansgar,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Hierl,Susanne,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Hirte,Christian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Hoffmann,Alexander,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Hoppenstedt,Hendrik,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Hoppermann,Franziska,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Hüppe,Hubert,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Irlstorfer,Erich,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Janssen,Anne,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Jarzombek,Thomas,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
CDU/CSU,Jung,Andreas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Karliczek,Anja,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Kaufmann,Stefan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Kemmer,Ronja,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Kiesewetter,Roderich,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Kießling,Michael,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Kippels,Georg,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Klein,Ottilie,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Klein,Volkmar,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Klöckner,Julia,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Knoerig,Axel,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Koeppen,Jens,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,König,Anne,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Koob,Markus,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Körber,Carsten,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Krichbaum,Gunther,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Krings,Günter,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Kuban,Tilman,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Lange,Ulrich,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Laschet,Armin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Launert,Silke,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Lehmann,Jens,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Lehrieder,Paul,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Leikert,Katja,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Lenz,Andreas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Lindholz,Andrea,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Linnemann,Carsten,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Lips,Patricia,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Loos,Bernhard,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Luczak,Jan-Marco,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Ludwig,Daniela,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Mack,Klaus,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Magwas,Yvonne,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Mannes,Astrid,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Mattfeldt,Andreas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Mayer (Altötting),Stephan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Mayer-Lay,Volker,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Meister,Michael,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Merz,Friedrich,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Metzler,Jan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Middelberg,Mathias,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Monstadt,Dietrich,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Mörseburg,Maximilian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Müller,Axel,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Müller,Florian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Müller,Sepp,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Müller (Braunschweig),Carsten,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Nacke,Stefan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Nicolaisen,Petra,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Oellers,Wilfried,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Oppelt,Moritz,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Oßner,Florian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Oster,Josef,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Otte,Henning,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Pahlmann,Ingrid,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Pilsinger,Stephan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Ploß,Christoph,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Plum,Martin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Rachel,Thomas,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
CDU/CSU,Radomski,Kerstin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Radwan,Alexander,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Rainer,Alois,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Ramsauer,Peter,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Rehbaum,Henning,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Reichel,Markus,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Rief,Josef,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Rohwer,Lars,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Röttgen,Norbert,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Rouenhoff,Stefan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Röwekamp,Thomas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Rüddel,Erwin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Rupprecht,Albert,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Santos-Wintz,Catarina,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Schenderlein,Christiane,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Schimke,Jana,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Schnieder,Patrick,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Schön,Nadine,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Schreiner,Felix,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Seif,Detlef,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Sekmen,Melis,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Silberhorn,Thomas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Simon,Björn,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Sorge,Tino,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Spahn,Jens,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Staffler,Katrin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Stefinger,Wolfgang,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Stegemann,Albert,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Steiniger,Johannes,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Stetten,Christian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Stier,Dieter,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Stracke,Stephan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Straubinger,Max,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Stumpp,Christina,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
CDU/CSU,Tebroke,Hermann-Josef,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Thies,Hans-Jürgen,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Throm,Alexander,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Tillmann,Antje,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Timmermann-Fechter,Astrid,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Uhl,Markus,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Ullrich,Volker,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Vieregge,Kerstin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Vogt,Oliver,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Vries,Christoph,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Wadephul,Johann David,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Wanderwitz,Marco,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
CDU/CSU,Warken,Nina,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Weisgerber,Anja,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Weiss,Maria-Lena,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Weiss (Wesel I),Sabine,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Wellenreuther,Ingo,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Whittaker,Kai,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Widmann-Mauz,Annette,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Wiener,Klaus,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Wiesmann,Bettina Margarethe,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Willsch,Klaus-Peter,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Winkelmeier-Becker,Elisabeth,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Winkler,Tobias,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Wittmann,Mechthilde,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Wulf,Mareike Lotte,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Zeulner,Emmi,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
CDU/CSU,Ziemiak,Paul,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
CDU/CSU,Zippelius,Nicolas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Aeffner,Stephanie,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Amtsberg,Luise,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Audretsch,Andreas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Außendorf,Maik,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Bacherle,Tobias B.,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Badum,Lisa,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Baerbock,Annalena,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Banaszak,Felix,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Bär,Karl,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Bayram,Canan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Beck,Katharina,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Benner,Lukas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Brantner,Franziska,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Brugger,Agnieszka,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Bsirske,Frank,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Christmann,Anna,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Dahmen,Janosch,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
BÜ90/GR,Deligöz,Ekin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Detzer,Sandra,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
BÜ90/GR,Dröge,Katharina,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Düring,Deborah,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Ebner,Harald,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Eckert,Leon,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Emmerich,Marcel,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Fester,Emilia,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Gambir,Schahina,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Ganserer,Tessa,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
BÜ90/GR,Gastel,Matthias,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Gehring,Kai,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Gelbhaar,Stefan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Gesenhues,Jan-Niclas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Göring-Eckardt,Katrin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Grau,Armin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Grundl,Erhard,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Grützmacher,Sabine,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
