Fraktion/Gruppe,Name,Vorname,ja,nein,Enthaltung,ungültig,nichtabgegeben,Ergebnis
BÜ90/GR,Habeck,Robert,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Haßelmann,Britta,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Heitmann,Linda,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Henneberger,Kathrin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Herrmann,Bernhard,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Hoffmann,Bettina,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Hofreiter,Anton,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Holtz,Ottmar,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Hönel,Bruno,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Janecek,Dieter,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Kaddor,Lamya,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Kappert-Gonther,Kirsten,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Kekeritz,Uwe,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Kellner,Michael,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Keul,Katja,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Khan,Misbah,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Kindler,Sven-Christian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Klein-Schmeink,Maria,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Kopf,Chantal,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Kraft,Laura,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Krämer,Philip,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Kretz,Jürgen,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Krumwiede-Steiner,Franziska,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Künast,Renate,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Kurth,Markus,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Lang,Ricarda,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Lehmann,Sven,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Lemke,Steffi,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Liebert,Anja,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Limburg,Helge,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Lindner,Tobias,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
BÜ90/GR,Loop,Denise,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Lucks,Max,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Lührmann,Anna,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Mayer,Zoe,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Menge,Susanne,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Michaelsen,Swantje Henrike,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Mihalic,Irene,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Mijatović,Boris,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Müller,Claudia,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
BÜ90/GR,Müller,Sascha,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Müller-Gemmeke,Beate,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Nanni,Sara,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Nestle,Ingrid,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Nick,Ophelia,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Notz,Konstantin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Nouripour,Omid,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Otte,Karoline,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Özdemir,Cem,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Pahlke,Julian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Paus,Lisa,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Piechotta,Paula,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Polat,Filiz,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Reinalter,Anja,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Rößner,Tabea,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Roth (Augsburg),Claudia,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Rüffer,Corinna,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Sacher,Michael,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Schäfer,Jamila,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Schäfer,Sebastian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Schauws,Ulle,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Schmidt,Stefan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Schönberger,Marlene,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Schröder,Christina-Johanne,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Schulz-Asche,Kordula,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Slawik,Nyke,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Spallek,Anne Monika,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Spellerberg,Merle,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Steffen,Till,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Steinmüller,Hanna,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
BÜ90/GR,Strengmann-Kuhn,Wolfgang,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Taher Saleh,Kassem,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Tesfaiesus,Awet,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Uhlig,Katrin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Verlinden,Julia,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Wagener,Niklas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Wagener,Robin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Wagner,Johannes,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Walter-Rosenheimer,Beate,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
BÜ90/GR,Weishaupt,Saskia,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
BÜ90/GR,Wenzel,Stefan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
BÜ90/GR,Winklmann,Tina,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Abel,Valentin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Adler,Katja,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Al-Halak,Muhanad,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Alt,Renata,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Aschenberg-Dugnus,Christine,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Bartelt,Christian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Bauer,Nicole,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Beeck,Jens,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Bodtke,Ingo,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Boginski,Friedhelm,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Brandenburg (Rhein-Neckar),Jens,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Brandenburg (Südpfalz),Mario,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Bubendorfer-Licht,Sandra,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Buschmann,Marco,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Busen,Karlheinz,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Cronenberg,Carl-Julius,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Djir-Sarai,Bijan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Dürr,Christian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Faber,Marcus,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Föst,Daniel,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Fricke,Otto,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Funke-Kaiser,Maximilian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Gassner-Herz,Martin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Gerschau,Knut,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Glogowski-Merten,Anikó,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Griewel,Fabian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Gründer,Nils,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Grünke,Julian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Hacker,Thomas,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Hartewig,Philipp,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Harzer,Ulrike,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Heidt,Peter,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Helling-Plahr,Katrin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Herbrand,Markus,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Herbst,Torsten,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Hessel,Katja,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Hocker,Gero Clemens,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Höferlin,Manuel,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Hoffmann,Christoph,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Houben,Reinhard,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,In der Beek,Olaf,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Jensen,Gyde,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Jurisch,Ann-Veruschka,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
FDP,Klein,Karsten,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Kluckert,Daniela,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Kober,Pascal,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Köhler,Lukas,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
FDP,Konrad,Carina,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Kruse,Michael,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
FDP,Kubicki,Wolfgang,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Kuhle,Konstantin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Lechte,Ulrich,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Lenders,Jürgen,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Lieb,Thorsten,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Lindner,Christian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Link (Heilbronn),Michael Georg,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
FDP,Luksic,Oliver,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Lütke,Kristine,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Mansmann,Till,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
FDP,Meyer,Christoph,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Mordhorst,Maximilian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Müller,Alexander,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Müller-Rosentritt,Frank,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Raffelhüschen,Claudia,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Redder,Volker,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
FDP,Reuther,Bernd,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
FDP,Sauter,Christian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Schäffler,Frank,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Schröder,Ria,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Schulz,Anja,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Seestern-Pauly,Matthias,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Seiter,Stephan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Semet,Rainer,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Skudelny,Judith,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Stark-Watzinger,Bettina,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
FDP,Stockmeier,Konrad,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Strasser,Benjamin,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Teuteberg,Linda,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
FDP,Teutrine,Jens,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Thomae,Stephan,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Tippelt,Nico,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Todtenhausen,Manfred,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Toncar,Florian,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Ullmann,Andrew,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Ullrich,Gerald,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Vogel,Johannes,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Wagner,Tim,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Weeser,Sandra,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Westig,Nicole,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
FDP,Willkomm,Katharina,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Bachmann,Carolin,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Baum,Christina,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Baumann,Bernd,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Beckamp,Roger,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Benkstein,Barbara,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Bernhard,Marc,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Bleck,Andreas,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Bochmann,René,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Boehringer,Peter,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Bollmann,Gereon,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Brandes,Dirk,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
AfD,Brandner,Stephan,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Braun,Jürgen,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Bühl,Marcus,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Chrupalla,Tino,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Curio,Gottfried,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Dietz,Thomas,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Ehrhorn,Thomas,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
AfD,Espendiller,Michael,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Felser,Peter,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Friedhoff,Dietmar,1,0,0,0,0,"Ja: 1, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Frohnmaier,Markus,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Frömming,Götz,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Gauland,Alexander,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Glaser,Albrecht,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Gnauck,Hannes,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Gottschalk,Kay,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Harder-Kühnel,Mariana Iris,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
AfD,Haug,Jochen,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Hess,Martin,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
AfD,Hilse,Karsten,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Höchst,Nicole,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Holm,Leif-Erik,0,0,0,0,1,"Ja: 0, Nein: 0, Enthaltungen: 0, Nicht abgegeben: 1"
AfD,Huy,Gerrit,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Jacobi,Fabian,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
AfD,Janich,Steffen,0,1,0,0,0,"Ja: 0, Nein: 1, Enthaltungen: 0, Nicht abgegeben: 0"
